Device_ID,device_age_months,battery_capacity_mah,avg_screen_on_hours_per_day,avg_charging_cycles_per_week,avg_battery_temp_celsius,fast_charging_usage_percent,overnight_charging_freq_per_week,gaming_hours_per_week,video_streaming_hours_per_week,background_app_usage_level,signal_strength_avg,charging_habit_score,usage_intensity_score,thermal_stress_index
cda9f583-bad3-4055-96c1-833057fbaf52,11,4000,3.9,5,27.3,73,7,1.8,7.4,Low,Good,4,10,1.85
cd5439da-e7a9-4306-a5c8-755ffe525165,46,5000,6.7,8.6,31.8,89.1,2,8.4,6.3,Low,Poor,6,10,3.39
5e9c0c83-7457-42cb-915f-e78e5e2137a3,0,5000,6.7,9.5,30.7,66.6,4,2,3.2,Low,Good,6,10,2.64
75b970ff-f9e6-4f84-9c2f-d9a9623a0c9e,25,5000,4.1,5.5,28.5,69.8,7,6,9.6,High,Good,4,10,2.43
8d9b7c8a-b278-48e4-b70a-e4db76854122,13,5000,8,11.7,33.1,51.2,1,3.3,10.7,Low,Moderate,8,10,3.31
71b19c5a-e0b6-4c9c-9c13-e754f897aebe,37,5000,10,14.5,31.4,36.4,5,3.6,4,High,Moderate,6,10,2.93
26abdec3-d56f-435d-b5b5-4028f18a3577,36,5000,3.3,3,30.7,45.2,6,2.6,17.1,Low,Moderate,5,10,2.7
292fdb26-eb13-4e0e-8ee1-3b61b8161df6,10,4000,5.1,7.6,35.4,34.1,6,8.3,7,High,Moderate,6,10,4.21
c6d1b3df-40a1-4b39-b3a5-5bb32b292bc1,35,5000,6.2,9.5,28,70,0,1.6,9.8,Medium,Good,6,10,1.98
c9c272ab-5522-4417-8dcc-2aa9efe08618,12,4500,10.1,14.9,34.2,86.7,2,6.8,11.2,Low,Good,7,10,3.83
3a8db2a2-2863-4ede-8c91-cfb2202fdca8,42,4000,4,6.3,31.5,89.6,1,1.3,25,Medium,Moderate,7,10,2.79
74481d2d-fe23-4298-a416-432b51f710c2,2,3000,3.6,5.5,32.5,71,6,0.5,16.4,Low,Moderate,5,10,2.96
de7f7ff0-1310-4406-82bd-b4b3b104a576,32,4000,3.6,4,33.3,54.6,1,4.6,14.1,High,Moderate,8,10,3.44
209ad4f5-e672-4b96-b275-a81b3f9875de,5,3000,7.9,11.6,29.6,58.4,7,3,7.8,Medium,Good,5,10,2.46
213ea2c9-77e0-4aa2-9adf-476282c78467,9,3000,4.1,6.2,33.2,72.2,2,3.2,11.9,Medium,Good,6,10,3.31
25755f7c-ac25-4f0d-98ff-7cc5c9e28806,4,4500,3.8,5.5,27,72.4,0,0.8,12.4,Medium,Moderate,7,10,1.7
2ae424d2-fb45-4af8-82ec-35bf6cf2a41a,22,5000,6,7.5,30.2,32.7,4,3,9.8,Low,Good,6,10,2.6
fe902b86-25a0-4912-a796-8cd86b6f6d81,9,5000,6.1,10.4,31.4,44.2,4,1.9,14.8,Low,Good,6,10,2.81
32ef3168-c2ab-4de9-b29f-05d1c079b98e,43,4000,7.6,10.5,31.9,19.5,2,11,25.7,Low,Good,8,10,3.6
8a181756-6cba-40ef-b844-0325491c29e8,1,5000,5.7,7.3,35,30.4,3,5.1,4.4,Medium,Moderate,7,10,3.89
b19b693f-cda2-475e-81f0-5afacae121ad,12,4500,6,9,36.3,50.8,7,3.4,12.1,High,Moderate,4,10,4.07
615ba72a-f621-4da7-afc0-1c988184bc36,39,4000,5.3,7.6,32.2,77.2,0,6.2,12,Medium,Moderate,8,10,3.3
91c7d09f-a372-43ee-89f9-1483e1f985b4,1,4000,2.9,4.9,28.5,82.2,3,2.5,8.8,Medium,Moderate,6,10,2.17
18cf9757-6391-4f12-8d18-64dbd3cbf598,19,4000,5.1,8.5,33.1,18.7,5,3.5,6.7,High,Moderate,7,10,3.33
edd7a782-873f-4706-bad4-7b126cbdb227,0,5000,5.6,9.2,33.4,32,6,2.4,6.4,High,Good,6,10,3.3
14518af0-dc01-4f8e-af1e-ec17313e59fc,36,5000,4.6,6.9,29,59.7,7,2,21.2,Medium,Poor,5,10,2.24
630c02cf-0c43-4005-91ad-0ca240e80305,8,5000,2.4,4.1,30.1,47.3,3,4,10.8,Medium,Good,7,10,2.67
19fc5e1a-33a5-4ffa-85a1-2a5a3a7cf5d8,16,4000,3.2,3.3,34.7,22.8,3,6.1,15.1,High,Poor,8,10,3.88
1b1c2c36-1fcd-4727-8b44-8a50ed33fa44,8,4000,5.4,9.2,28.8,42.3,0,3.1,8.6,Medium,Moderate,8,10,2.3
c329fbbd-33c5-4044-bb75-11110c9d31bb,10,3000,7.4,10.6,31.7,22.1,6,1.5,12.2,Medium,Good,6,10,2.84
aaeb4320-8b6d-429d-985b-d2a562af0a81,14,3000,8.9,15.3,30,20,3,2.7,12.6,High,Moderate,6,10,2.53
f5f0a488-1040-4a86-8e95-30d90a43fb8b,23,5000,5.1,8.8,29.6,55.2,2,1.9,8.8,Low,Good,6,10,2.38
5c0232e4-9f30-41af-93ce-465f6e0f8048,37,4000,4.1,5.9,30,51.5,7,2.4,11.3,Medium,Poor,5,10,2.52
878fd0ca-767f-4212-a85e-f0627a0002e1,34,5000,4.8,7.2,33.8,77.5,1,2,16.4,Medium,Moderate,7,10,3.38
c73178b1-4da1-486e-a830-c5fbf53a912f,29,5000,3.4,6.3,28.3,79.4,6,5.1,4.4,Low,Good,4,10,2.33
2d21dc83-a780-4e52-826b-c580563dfc35,30,3000,7.1,8.4,33.3,40.8,6,12.8,11.1,High,Good,6,10,4.07
9a832f7b-db22-473a-94e2-6b50382e0ba1,48,4500,9.8,14.5,32.5,52.6,2,2.3,12.9,Low,Good,7,10,3.09
34113a44-9bea-4631-a237-c5b95ed7300f,4,5000,4.1,7.9,30.2,90.9,1,3.4,14,Medium,Good,7,10,2.63
95c3cda2-b9f6-4c40-87fa-186f82504238,43,4500,3.1,5.5,31.5,13.3,4,2.1,14.8,Low,Good,7,10,2.83
58f4b27d-d1a8-4a86-9d8e-996f5632cf0b,13,4500,7.5,10.4,30.3,21.1,3,1.8,13.6,High,Good,8,10,2.54
eb0d20f9-71ec-4d83-9ae2-ccd1e17149fd,10,4000,6.1,9.5,32,13.8,4,2.1,16,Medium,Poor,7,10,2.96
b2afffeb-7975-48fa-9479-e50d616dd297,8,4000,6.2,8.3,31.6,49.5,6,0.3,8,Low,Good,5,10,2.74
dd1e37c4-96ef-4a73-bd02-2cb2534a5539,33,5000,8.7,12.7,31.2,48,4,5.1,17.3,Medium,Good,7,10,2.99
41336ed3-bdf1-4b65-aee5-068b375f666e,11,3000,2.8,4.5,27.6,68.5,6,0.9,10.6,High,Good,6,10,1.85
bf535564-ee87-49e2-bab1-1a4cbfed67c3,34,3000,2.7,4.6,28.5,71.6,7,4.4,14.4,Low,Poor,6,10,2.3
6db0651a-604c-4e50-9326-b4b2a8f9a64d,34,5000,5.2,8.5,28.8,83.7,0,3.2,3.5,High,Good,7,10,2.28
eb714ae5-2230-4bbd-83aa-09252b4aa8d0,0,5000,5.6,9.7,31.6,90.3,3,2.9,13.3,Medium,Good,6,10,2.92
6927ef2b-1aa7-4833-87a2-425165534c28,39,3000,4.8,6,33.1,54.9,7,5.2,10.8,Medium,Good,5,10,3.46
9a07cfcd-3642-40aa-bc6e-2e6900951bc6,21,4500,10.4,15.7,34,93.6,4,4.2,8.5,High,Moderate,5,10,3.57
45438c69-39c1-4595-afa8-29f10cf598b4,28,5000,4.9,6.5,31.5,80.9,1,5,16.5,Medium,Moderate,6,10,3.05
9815a47f-5883-4b17-ba9b-31efb6d8eeb8,7,4500,4.4,6.2,31.5,61.1,1,4.9,11.1,High,Good,8,10,3.05
ae9c94ac-bcf9-4bf0-a485-10fdabecc35c,10,5000,5.7,7.9,34.8,41.5,5,4.9,11,High,Moderate,7,10,3.82
e96bc226-761b-4d3d-885e-228392be1e93,40,5000,7.4,11.7,35.8,69,0,3.7,2.9,High,Good,7,10,3.95
a9957edf-822a-4700-83a9-7a473b90cf04,36,4500,4,7.1,29.5,15.2,4,9,6.6,Medium,Moderate,7,10,2.9
e5000809-5731-4618-82d9-2c5468e414b1,13,4500,5.2,8.9,29.8,45.9,4,3.6,10.9,High,Moderate,7,10,2.55
f993264c-fe21-4bbf-be55-383a23f65eb5,29,3000,7.5,10.1,37.1,58.6,4,11.8,6.6,Medium,Good,6,10,4.87
6ba4c955-f084-4e6d-84df-c9eecd16bb94,34,5000,7.6,11.3,30,62.7,5,1.8,17.3,High,Good,6,10,2.48
396524cf-0eb4-4422-b825-eebd1c3f0014,20,4000,5.9,7.8,31.9,52,5,1.2,8.5,Medium,Moderate,6,10,2.86
ab1f1979-096b-414b-ae7d-c1a651f43d33,36,4000,10.3,14.3,35.9,57.1,0,5.3,5.2,Low,Moderate,7,10,4.1
a5553e06-d21a-47f9-8a7f-fec15156f612,4,5000,9.5,13.5,32.2,71.7,3,0.3,4.4,High,Good,6,10,2.86
61a4e8ed-5301-41c7-a6ea-75c6d8d2602c,18,5000,2.7,4.4,35.6,7,7,5.6,9.3,Low,Good,6,10,4.07
6b3d354d-e387-40e0-abbc-3478d8923755,13,5000,2.1,3.7,31.3,64.6,7,0.7,14.3,Low,Good,5,10,2.69
fbdb15be-bc0e-424b-81c1-1985a0fed213,25,4500,7.1,11.3,35.7,24.3,4,3,5.3,High,Good,7,10,3.88
8a97fc15-4e02-4f94-950b-c414fb9f6c58,3,4000,8.2,12.9,33.7,39,5,5.6,4.8,Low,Good,6,10,3.63
052f036d-7684-4187-beb7-c97986fbdb58,24,4000,5.1,6.7,33.6,26.4,4,0.8,7.1,Low,Moderate,7,10,3.24
021bb866-dfc5-4e4c-a7b0-b1dfc4269be7,44,4000,4.5,7.9,30.1,57.1,2,2.7,9.7,High,Moderate,7,10,2.57
775f5a12-8900-4328-89ab-1f63abb18a28,41,5000,3.9,6.6,30.5,37.5,1,5.9,4.7,Low,Good,8,10,2.89
fd306d8b-de1f-46fc-af2d-66257fd15d7f,24,4500,3.2,4.3,31,10.9,5,0.4,10.6,High,Good,8,10,2.59
5609de8f-5ab9-4d8c-beee-91c35b2f96fa,17,5000,7.8,11.3,34,53.6,3,3.7,17.8,High,Moderate,6,10,3.55
cf86710b-bc23-4b93-9a0d-dd8b0300599e,39,3000,4.7,6.4,31,63.8,3,2.1,9.9,Low,Good,7,10,2.72
5d42e8ee-2b42-4ac7-9652-61a650bf8bb0,7,3000,6.1,7.9,35.3,51,3,7.4,8,High,Moderate,8,10,4.13
3dabff15-6b8c-4d74-9ae7-015745c7f063,38,4000,1.8,3.4,27.2,37.1,4,2.4,15.6,Low,Good,7,10,1.86
b6ab54a6-d16f-4158-8b12-b73beaadfbaf,39,5000,7.5,12.1,34.7,46,2,13,4.2,High,Good,7,10,4.41
55dc0efb-eb50-4838-90a6-2e78fd014116,13,3000,6.7,9.1,35.7,44.3,3,3.4,12.7,High,Good,6,10,3.92
535b6a39-bf3c-4e16-8f12-c097449e52c7,31,3000,2.8,3,26.6,23.2,0,3.1,10.1,High,Good,9,10,1.77
0f81e79a-e6c7-4dac-92e3-a187b39cf05d,37,5000,6,8.1,32.5,13.6,6,1.9,18.5,Low,Moderate,6,10,3.06
40ab149a-8328-4f15-9ae2-f9ec52ef302a,32,4500,5.5,8.4,30,22.3,0,2.4,16.3,Medium,Good,8,10,2.52
f72bc874-fd40-48b7-b87a-f17904d3e724,22,5000,4.6,5.5,33.6,38.3,5,5.3,0.2,Low,Moderate,7,10,3.57
17b9c3e1-740a-4676-b691-a0c842073113,14,5000,1,3,28.9,59.8,1,2.6,11,High,Good,8,10,2.26
7e420494-b558-4c60-b410-a183b9caa325,32,4500,4.2,7.3,31.1,24,2,1.9,2.7,Low,Moderate,8,10,2.74
c9fc3546-3c27-4d89-945c-cd10b72e9d9b,24,4000,6.1,9.6,31.8,58.2,3,0.9,15.7,High,Good,7,10,2.83
0527e939-838a-4cec-958b-ef812764a6c4,16,4000,4.4,7.4,31.6,48.6,2,2.2,5.2,Medium,Good,7,10,2.87
650fea02-50a0-40d8-a904-c767e3156496,32,4000,5.1,7.6,34.7,95,0,5.1,13.9,Medium,Poor,7,10,3.82
c1d9f43c-a5ab-4826-8fa4-f6a877fd2fe0,46,4500,8.5,13.2,28.5,6.6,5,1.8,15.8,Low,Good,7,10,2.12
fdeaaf0b-7b6f-4512-9060-3005a0b2d238,1,3000,5.3,6.7,34.8,73.4,3,16.3,0.9,Low,Good,6,10,4.67
7e100f37-9dae-46ff-bcb3-4a3d832d2923,13,4500,1.3,3.4,30.6,48.8,4,8.3,17.4,Medium,Moderate,7,10,3.09
caba30b4-0908-4c64-a331-e1394980e671,39,5000,5.1,7.2,30,39.6,0,0.4,15.6,Low,Moderate,9,10,2.36
a94c83df-7b0f-43eb-aafd-326daf7a6a16,39,4500,5.7,8.4,31,32.5,1,2.5,4.7,High,Good,7,10,2.77
a38f5898-012a-4f99-8efd-46a9abda984c,38,3000,3.8,8.3,27.5,63.4,3,2.1,15.8,High,Poor,7,10,1.92
38a39882-b6fd-4f21-9cf0-40cf30bd5ebd,5,3000,7,10.2,33.1,82.5,6,0.6,4,Low,Good,5,10,3.11
0f4e1d37-4ddc-4a24-92bb-3afd11fc04b4,5,5000,2.6,4.6,32,43.3,1,2.2,14.5,Medium,Good,8,10,2.98
d3d9a282-f953-4b03-b5c9-58b9aa45342c,2,4000,5.2,8.4,33.2,60.8,5,2.2,9.5,High,Moderate,6,10,3.25
f326c323-3805-497d-888f-72bd2ba449e7,6,3000,2.6,3,32.1,1.4,7,5.5,2.9,High,Moderate,6,10,3.25
d2532fdf-b39c-4aee-a40f-1893affc85a4,7,3000,4.9,6.4,29.8,82.1,2,6.5,17.4,High,Good,7,10,2.77
af9fa169-30f9-4be8-bcbf-d26723b762fc,41,3000,6.9,12.4,30.9,55.9,1,5.6,17.4,High,Moderate,8,10,2.98
7af19b36-ea22-418b-94ef-9d7aabbeb9df,14,5000,5.2,8.3,30,36.3,6,8.2,11,Medium,Moderate,6,10,2.94
235cf261-6aee-4236-9a0e-60200bc7ee37,46,3000,5.1,7.6,31.3,80.8,1,3.3,10.1,High,Moderate,7,10,2.89
3ecf9f1e-1505-47b5-85fb-fbd2a801042a,28,4000,5.6,7.8,31.7,30.4,6,3.3,8,Medium,Good,6,10,2.98
67fadbe5-aa43-4b56-bc3b-2a7a93a3ab4d,32,5000,5.7,8.8,30.8,67.1,6,5.3,12.8,Medium,Moderate,5,10,2.91
91d49d32-c505-43e4-85e2-c471b1dab283,29,4000,6.9,10.7,30.5,60.2,4,2.2,12,Medium,Good,7,10,2.61
471bf301-005d-4764-89fe-b8f95d9500a3,38,3000,6.9,10.6,32.7,6.4,1,3.9,17.6,High,Good,9,10,3.24
16ed135d-ce2e-4b34-9337-13e90b99eaf4,26,3000,8.3,13.6,34.7,57.5,4,3.7,11.1,High,Moderate,6,10,3.71
65d3c86f-3a24-4d5e-b4eb-de711843a9c5,35,4000,5.8,7.9,30.1,51.7,1,4.3,17,Medium,Moderate,8,10,2.68
2d8c06d3-a5be-48d7-a798-f7d007a99032,28,5000,2.2,3,31.4,84.7,4,6.7,0.7,High,Good,6,10,3.16
21fe31f0-18d7-4c8a-b9cd-2fb5ae022bcd,37,5000,7.2,11.9,29.3,46.2,0,1.6,14.1,High,Good,8,10,2.29
c0cc8cb9-bc94-4cf0-9eb3-50b0d22b0ef3,32,4000,8.2,14.4,32.1,78.1,4,1.7,10.9,High,Good,5,10,2.95
b44b4899-c1f4-4aa4-8bae-be1077250f2f,36,3000,10.4,16.5,34.3,29.7,0,12.1,11.8,Medium,Good,8,10,4.25
d0423362-646f-4d5b-8c9f-01b571699469,26,4500,8.4,13.9,33.8,65.1,0,1.6,19.1,Medium,Poor,8,10,3.34
6059987e-b101-49c5-a38a-2b5958c0fcda,32,4000,4.5,6.7,31.6,21.5,5,2.3,15.5,High,Good,6,10,2.87
ce8af3d6-5489-4340-be7e-e58b2469f741,3,4000,5.9,9.1,36.4,87.3,3,4.6,8.2,High,Good,7,10,4.18
400fd634-a224-421e-85b3-01e59076549c,21,4000,5,7.7,31,58.8,0,0.4,5.7,Medium,Good,9,10,2.59
84cca4e4-6433-499c-80d0-18f5ea4dde06,1,3000,4.7,7,33.4,37.1,3,2.1,0.4,Low,Moderate,7,10,3.29
0297eff1-c75d-4074-bde6-b23374162184,9,5000,5.3,9.3,31.8,86.5,4,1.2,12.3,Medium,Poor,5,10,2.83
2bd24e6b-14de-4b1e-befc-4a8296551a2c,4,3000,8.1,13.2,29,74.3,5,0.9,16.1,High,Moderate,5,10,2.17
6aaca284-cfb3-43b6-b462-b75d5579bb25,9,4000,2.3,3.1,32.7,48.7,2,6.6,16.3,Low,Moderate,8,10,3.45
25ab2890-aca2-43a8-9aeb-d162d1658400,32,3000,3.5,3.6,32.4,22.8,7,5.6,8,High,Good,6,10,3.31
0c1c0807-c3b9-45ec-b9e1-4a607e155085,37,3000,7.9,11.8,34.2,12.6,3,1.4,16.3,Medium,Poor,7,10,3.41
a9e9c457-cabf-40b2-a951-a93cc2bbd52a,12,4000,8.4,11.5,34.3,34.1,5,6.9,16.4,High,Good,7,10,3.86
b5f585e7-4caf-47da-9e4e-6a7e95133054,30,3000,4.2,6.3,30.1,48.3,2,7.2,14.8,Low,Moderate,8,10,2.89
89742a0d-c8e1-4834-8b40-2ff93a159f30,46,4500,8.8,12.1,38.3,74,7,8.2,10.3,High,Good,5,10,4.89
055cc316-fa71-4c30-a4e2-a23b97664c8d,35,3000,7.5,12.4,36.3,40.6,5,7.3,9.8,Medium,Good,5,10,4.36
9bd4e35f-7578-44e1-8395-700bdeffa47e,44,3000,5,8.1,34.3,79.3,4,3.9,12.7,Medium,Moderate,6,10,3.64
b238c739-5bf0-46cd-a415-6be7f85829fe,23,5000,1,3,27.1,61.1,3,2.3,13.4,Medium,Moderate,7,10,1.84
34d953e6-ffc7-44be-a07e-3e267ff69efa,14,5000,2.2,4.3,32.4,25.4,6,5.6,7.6,Medium,Good,5,10,3.32
7ad7a0c1-7aca-4f3a-a407-1f1b55a5faa8,28,4000,4.2,6.7,32.2,13.7,7,2.4,8.2,Low,Good,5,10,3.02
7fe354a0-2290-4ce5-91e2-5dba8bb73be9,7,4000,7,11.1,30.6,32,4,4.1,11.3,High,Poor,7,10,2.79
17cbc917-1886-454e-bd15-876b6ee6825a,4,5000,7,12,36.7,29.9,2,2.2,6.9,High,Poor,7,10,4.06
7d90190a-34e5-44dd-a057-f6de31c02485,28,4500,4.6,6.7,32.2,60.3,4,3.1,7.5,Low,Moderate,7,10,3.08
9c19139b-a4a8-488f-8c69-9da5ec3f2f4c,46,3000,5,8.2,29.4,34.6,2,1.1,1.2,High,Good,8,10,2.27
f2ce9a81-d841-4f72-b309-582160d5ca31,3,4500,5.4,7.1,30.6,62.3,0,5.4,5,Low,Poor,7,10,2.86
46363ff7-9c3f-4669-9798-1d859ca15b5e,11,4500,5.1,7.7,28.5,57,2,4.3,13.7,Low,Good,8,10,2.3
2b612011-8606-45ed-adb1-dd6c09ad00dc,44,5000,5.8,11,30.6,19.2,2,0.8,15,Low,Moderate,8,10,2.54
caf31390-2431-4b94-bd78-df47716e34eb,1,4000,5.4,9,31.6,65.9,0,2.5,9.8,Low,Good,7,10,2.9
a167e0cb-526f-4ede-bb57-d96f53131ae8,26,3000,2.2,3.1,31.3,24.9,3,6.1,14,Medium,Good,8,10,3.09
4387c0cb-d0a6-437b-964c-68ce6339ad62,30,4000,5.1,7.9,31.8,41.7,1,1.4,0,Low,Good,8,10,2.85
b53aaafb-4d6f-40fa-b4cd-cd6a364f0b8f,35,4500,5.5,8.2,30,79.6,3,1.5,12.1,Low,Poor,7,10,2.45
86f7a6dc-12be-4c4e-9133-f1d8b0ba6984,35,4500,7.5,11.5,33.5,52,1,2.7,2.7,Medium,Good,8,10,3.36
4ed2dc58-e10c-4614-ac67-238e5fe4dffb,25,4000,3.8,5.4,30.7,63.1,0,1.8,5.8,Low,Good,8,10,2.64
b5e76ec6-4242-4bc3-ac25-b3a1507e02bc,42,4000,5.9,9.4,30.8,81.4,3,9.1,13.2,Low,Good,7,10,3.21
6af4e34a-33b7-4b8d-bef6-87336c04f071,26,5000,6.6,10.5,30.9,94.9,4,1.8,14.1,Medium,Good,5,10,2.68
a13043e0-4d5c-4010-94cf-e6f71ae02d8c,4,4000,5.2,7.8,31.1,14.7,5,2.1,0.5,Low,Good,7,10,2.75
2fbaae48-d70d-45be-9a49-1b7bda7882b2,19,4000,2,3.1,29.9,47.3,6,0.2,1.7,High,Good,6,10,2.33
952c57f3-4282-4f49-8622-71c95dba0be4,10,5000,7.5,11.6,33.6,47.2,4,2.6,6.6,Low,Moderate,6,10,3.36
c12403b3-8a19-411e-b3ed-9270594cb1a3,9,4000,7,10,34.1,19.9,3,5.6,1,Medium,Moderate,7,10,3.7
cb145d72-2c90-4c6f-8192-f873133f7275,39,4500,6,9.4,30.1,62.2,4,5.2,7.9,Low,Poor,6,10,2.74
50d3af27-eea5-4137-9106-7d006b4d36e9,37,4000,5.6,9.2,30.9,74.1,0,5.4,14.3,Low,Good,7,10,2.94
e4a6ca6c-5bcb-44cc-9297-090cf41bad32,5,3000,1.9,4.4,30.8,34.4,4,4.9,2.2,Medium,Good,8,10,2.9
851ab40c-cdf9-4aab-8a10-da5aab3300ce,7,4500,7,10.9,35.5,39.7,5,10.3,20.1,Medium,Good,5,10,4.38
4f69200c-13e9-4384-9898-077aee3155e7,22,5000,8.5,12.2,33.9,19,7,4,8.7,High,Good,4,10,3.54
2484c990-9185-4953-ae74-b6d04d757f1c,46,4500,3.3,4.8,29,49.9,7,2,11.9,High,Good,5,10,2.24
0842a48d-3fb5-4d1c-9a53-d7b82c5ff43b,25,5000,8.2,11.1,32.9,56.9,5,2.2,4.9,High,Good,6,10,3.17
617ea163-ace6-4083-8b76-cac438017f24,45,3000,7.8,12.4,28.9,82.1,7,2.5,15.2,High,Moderate,4,10,2.26
3af79249-5e3e-46c1-acac-111e39689ec0,42,3000,3.2,3,29.4,76.2,7,1.7,11.2,Medium,Good,5,10,2.32
6ff4cfc0-dfb1-42d4-a9e0-87fe62c0b446,11,4500,4.7,8.1,31.8,67.9,4,4.3,11.3,High,Moderate,6,10,3.08
fae54f5a-8fec-4877-a16d-787101ac80da,25,4000,2.7,5.2,31,56.1,1,5.8,11.9,High,Moderate,7,10,3.01
743fb2f8-f31b-4dd4-9398-d3c3200e7418,12,4500,5.4,5.1,31.1,60.2,5,2.3,3.5,Medium,Good,6,10,2.77
45e6eaa9-9434-4cc6-a7e4-934b6bc4c4d9,39,4500,6.4,10.9,33.9,67.9,1,7,12.1,Low,Poor,7,10,3.76
362baad0-65e2-410a-8fbf-ce9bcada73fe,17,3000,2.9,5.3,33.1,72.8,2,1.1,13.5,Low,Poor,6,10,3.13
364e644a-8d30-4b91-94e4-28ed172bcf6c,24,5000,6.3,9.1,31.9,79.2,7,0.4,2.3,Low,Good,5,10,2.82
2c6cbd58-9ed4-48b2-9e27-292cd746c565,32,4500,6.8,9,30.7,24.7,0,2.2,8.7,Low,Moderate,9,10,2.67
017499b9-efb9-4927-a592-b99cfb297dd4,46,4000,6.8,9.4,31.1,18.6,4,0.5,8.5,Low,Moderate,6,10,2.62
681c392b-8893-4b4b-b259-fda0083f2467,39,3000,6.4,8.9,28.1,83.4,0,1.5,10.2,Medium,Moderate,7,10,2.01
de6368d1-4e8f-4409-bd29-77be0ecff028,42,4500,3,5.9,27.6,58.3,0,3.6,13.6,High,Good,8,10,2.05
87d44191-f83c-4572-953f-d6256461ce89,11,4500,5.3,7.4,31.6,48.6,7,0.7,14.1,High,Moderate,6,10,2.76
4b1b9a80-ee5a-464e-b111-757e29638a5f,43,4000,6.2,10.2,36,44.1,1,3.4,9.5,High,Good,8,10,4
d2a9163b-8b51-4ab3-acfd-7fba746c6061,35,4500,8.4,12.5,31.1,13.8,5,1.9,14.8,Low,Good,7,10,2.73
f617c3c3-98af-4bce-8faa-8f59b788e61a,47,4500,5.5,8.3,30.8,52.9,6,4.9,3.1,Medium,Good,6,10,2.88
27f584fa-30ac-4af4-b944-9b6eb5727d3b,3,4500,6.4,8,31,21.5,4,0.9,11.3,Low,Good,7,10,2.62
9f93f80c-b5a7-41c0-adde-9fa11262911f,4,4500,3.6,4.3,29.6,69.8,6,1.9,0,Medium,Good,5,10,2.38
27f385ab-ea32-4550-a90a-595de2c924fc,36,4000,3.2,6.1,34.3,92.9,7,1.6,7.5,Medium,Moderate,4,10,3.46
9b55df06-6c33-4c55-a584-c44c527fc925,7,4500,2.9,4.2,29.6,61,2,3.7,12.4,Low,Good,7,10,2.52
c63a3365-93d8-46c1-856e-fc892c994670,41,4500,4.7,7.3,30.5,52.7,3,2,13.6,Medium,Good,7,10,2.59
42157d7d-04b2-4d33-9b20-18733e2737aa,48,4500,9.6,16.2,39,72.8,6,4.8,11.5,Low,Moderate,5,10,4.8
8b283ee2-ecc3-4176-a64c-377e40746ef6,27,3000,4.7,6.9,32.7,31.1,7,3.7,17.9,High,Good,4,10,3.25
3cd794bd-4923-4d88-ae30-7fcca5aad4d8,30,4000,6.2,9.2,34.2,82.6,7,3.1,10.5,Medium,Moderate,4,10,3.55
562dc0d0-3fd1-4f0a-8e12-6809b31925f8,8,3000,6.6,11.1,30.5,55.2,2,2.6,1.5,Medium,Moderate,7,10,2.64
2b697237-72fb-4b50-abef-883a9cc36d19,28,3000,3.3,5,31,70.4,1,9.5,0,High,Good,8,10,3.28
4b440860-b635-4e47-aec7-6e3482a4c1ad,13,4000,4.6,7.3,27.9,76.6,2,3.4,5,High,Moderate,7,10,2.1
bed48de8-eeb1-4574-a8d5-8a7114b207ac,39,3000,6.7,11.1,35.8,60.2,1,4.2,5,Medium,Moderate,7,10,4
5ce3dd0c-dc24-4033-b4f8-373f4e8fede4,40,3000,6.4,9.5,35,39.3,1,4.1,10.2,High,Good,7,10,3.8
884c7af6-627b-46ea-b0dc-6df799aa7c75,21,3000,1.5,3.1,27,45.9,6,2.1,7.2,High,Moderate,6,10,1.78
cbbb2796-9158-465f-a1cc-531937e325c9,10,4000,6.7,9.9,31.2,68.1,0,0.4,5.2,Medium,Good,8,10,2.64
cbc54db2-cfab-48a8-a0ea-c8895521faf9,22,4500,4.4,7.6,31.9,42.4,5,9,7.1,Low,Moderate,6,10,3.45
f64767b5-e939-4442-a4e0-d90b651e02a6,0,5000,4.5,7.1,28.1,79.6,4,2.3,8.3,Medium,Good,6,10,2.06
0d127428-5e16-47b8-a795-ed2527d9ac10,45,5000,6.3,9.2,31.1,42.3,7,4,5.8,Medium,Good,4,10,2.9
95135aad-cc9d-47b6-87e0-645d8ca49571,36,4000,8.5,12.9,34.7,20.5,3,9.4,10.2,Low,Good,7,10,4.13
3b9a2816-0e16-4a42-acfe-02f144c616af,20,5000,5.1,5.2,28.2,55,7,2.1,14.7,High,Good,5,10,2.08
b3664a93-6100-480d-82c1-583266c1e8ff,25,4000,7.9,13,33.2,48.1,1,2.7,6.8,Medium,Good,7,10,3.27
7e6bdeb6-2bd9-4403-ba1d-ae18691a8fdc,45,4000,2.6,3,28.7,20.9,1,7.3,10.4,High,Poor,9,10,2.57
dab2bd49-d1b6-43d5-8608-da064f0e4ab8,35,5000,5.8,7.6,33,78.4,7,2,20.3,High,Good,5,10,3.18
7d9ff17c-b9eb-414b-980b-824f4bcea017,22,3000,4.4,6.2,29.8,54.5,6,1.2,11.2,Low,Moderate,5,10,2.38
905ddeec-d755-4444-afa3-8d6480c154a3,0,4500,6.1,7.3,29.2,75.9,6,0.7,15.5,Medium,Good,5,10,2.2
909d8b5d-3f46-4ea6-ad8c-727562b4451d,39,5000,4.9,7.8,35.6,48.4,7,15.3,7.6,Low,Moderate,5,10,4.78
